size,diff,gap,hit score,Suboptimal,Wrong hit,No hit
13,2,0,12,45,41,293
13,2,2,-13,200,200,318
13,2,2,-12,200,200,318
13,2,2,-11,200,200,318
13,2,2,-10,200,200,318
13,2,2,-9,200,200,318
13,2,2,-8,200,200,318
13,2,2,-7,200,200,318
13,2,2,-6,200,200,318
13,2,2,-5,200,199,318
13,2,2,-4,200,193,318
13,2,2,-3,200,188,318
13,2,2,-2,200,174,318
13,2,2,-1,198,164,321
13,2,2,0,197,145,322
13,2,2,1,191,134,336
13,2,2,2,190,126,342
13,2,2,3,188,119,346
13,2,2,4,186,108,354
13,2,2,5,184,102,372
13,2,2,6,176,94,392
13,2,2,7,172,85,408
13,2,2,8,163,78,436
13,2,2,9,153,72,459
13,2,2,10,143,48,482
13,2,2,11,128,51,543
13,2,2,12,126,38,554
13,2,4,-13,101,101,430
13,2,4,-12,101,101,430
13,2,4,-11,101,101,430
13,2,4,-10,101,101,430
13,2,4,-9,101,101,430
13,2,4,-8,101,101,430
13,2,4,-7,101,101,430
13,2,4,-6,101,101,430
13,2,4,-5,101,98,430
13,2,4,-4,101,97,430
13,2,4,-3,101,93,430
13,2,4,-2,101,91,430
13,2,4,-1,101,90,430
13,2,4,0,101,86,430
13,2,4,1,101,83,430
13,2,4,2,101,79,430
13,2,4,3,101,75,430
13,2,4,4,101,63,430
13,2,4,5,92,52,473
13,2,4,6,82,42,503
13,2,4,7,71,30,550
13,2,4,8,60,25,595
13,2,4,9,52,23,627
13,2,4,10,49,15,651
13,2,4,11,39,14,716
13,2,4,12,37,13,739
13,4,0,-13,300,300,119
13,4,0,-12,300,300,119
13,4,0,-11,300,300,119
13,4,0,-10,300,300,119
13,4,0,-9,300,300,119
13,4,0,-8,300,300,119
13,4,0,-7,299,299,120
13,4,0,-6,299,299,121
13,4,0,-5,292,291,128
13,4,0,-4,290,283,131
13,4,0,-3,278,265,146
13,4,0,-2,276,261,156
13,4,0,-1,266,235,172
13,4,0,0,247,195,197
13,4,0,1,212,180,237
13,4,0,2,205,166,248
13,4,0,3,196,161,269
13,4,0,4,182,142,287
13,4,0,5,168,118,309
13,4,0,6,147,106,338
13,4,0,7,136,93,365
13,4,0,8,128,98,387
13,4,0,9,122,95,406
13,4,0,10,115,69,428
13,4,0,11,93,68,484
13,4,0,12,95,65,504
13,4,2,-13,155,155,442
13,4,2,-12,155,155,442
13,4,2,-11,155,155,442
13,4,2,-10,155,155,442
13,4,2,-9,155,155,442
13,4,2,-8,155,155,442
13,4,2,-7,155,155,442
13,4,2,-6,155,155,442
13,4,2,-5,155,155,442
13,4,2,-4,155,153,442
13,4,2,-3,155,144,442
13,4,2,-2,155,142,444
13,4,2,-1,155,131,445
13,4,2,0,154,115,446
13,4,2,1,152,111,453
13,4,2,2,152,104,460
13,4,2,3,147,94,480
13,4,2,4,145,81,492
13,4,2,5,137,72,513
13,4,2,6,130,62,529
13,4,2,7,125,56,555
13,4,2,8,118,48,578
13,4,2,9,108,47,602
13,4,2,10,104,33,626
13,4,2,11,92,32,678
13,4,2,12,88,28,687
13,4,4,-13,81,81,519
13,4,4,-12,81,81,519
13,4,4,-11,81,81,519
13,4,4,-10,81,81,519
13,4,4,-9,81,81,519
13,4,4,-8,81,81,519
13,4,4,-7,81,81,519
13,4,4,-6,81,81,519
13,4,4,-5,81,81,519
13,4,4,-4,81,81,519
13,4,4,-3,81,78,519
13,4,4,-2,81,76,519
13,4,4,-1,81,74,519
13,4,4,0,81,68,519
13,4,4,1,81,68,519
13,4,4,2,81,68,519
13,4,4,3,81,68,519
13,4,4,4,81,59,519
13,4,4,5,73,51,552
13,4,4,6,67,41,585
13,4,4,7,58,32,626
13,4,4,8,46,30,669
13,4,4,9,42,23,707
13,4,4,10,36,21,730
13,4,4,11,33,19,777
13,4,4,12,31,16,787
15,2,0,-13,47,47,22
15,2,0,-12,47,47,22
15,2,0,-11,47,47,22
15,2,0,-10,47,47,22
15,2,0,-9,47,47,22
15,2,0,-8,47,47,22
15,2,0,-7,46,46,23
15,2,0,-6,46,46,23
15,2,0,-5,46,45,23
15,2,0,-4,44,44,25
15,2,0,-3,45,44,26
15,2,0,-2,44,44,27
15,2,0,-1,42,42,29
15,2,0,0,39,34,32
15,2,0,1,35,29,36
15,2,0,2,31,25,40
15,2,0,3,27,23,44
15,2,0,4,23,19,48
15,2,0,5,24,21,49
15,2,0,6,24,20,53
15,2,0,7,27,20,59
15,2,0,8,27,24,78
15,2,0,9,28,25,93
15,2,0,10,33,24,119
15,2,0,11,33,32,151
15,2,0,12,40,30,174
15,2,2,-13,189,189,209
15,2,2,-12,189,189,209
15,2,2,-11,189,189,209
15,2,2,-10,189,189,209
15,2,2,-9,189,189,209
15,2,2,-8,189,189,209
15,2,2,-7,189,189,209
15,2,2,-6,189,189,209
15,2,2,-5,189,188,209
15,2,2,-4,189,186,210
15,2,2,-3,189,180,211
15,2,2,-2,187,166,216
15,2,2,-1,187,153,222
15,2,2,0,183,125,230
15,2,2,1,176,114,251
15,2,2,2,176,103,261
15,2,2,3,174,93,268
15,2,2,4,172,84,273
15,2,2,5,168,69,283
15,2,2,6,164,62,296
15,2,2,7,160,54,311
15,2,2,8,157,49,335
15,2,2,9,157,45,353
15,2,2,10,151,37,367
15,2,2,11,140,37,404
15,2,2,12,140,33,418
15,2,4,-13,123,123,479
15,2,4,-12,123,123,479
15,2,4,-11,123,123,479
15,2,4,-10,123,123,479
15,2,4,-9,123,123,479
15,2,4,-8,123,123,479
15,2,4,-7,123,123,479
15,2,4,-6,123,123,479
15,2,4,-5,123,123,479
15,2,4,-4,123,119,479
15,2,4,-3,123,116,479
15,2,4,-2,123,110,479
15,2,4,-1,123,100,479
15,2,4,0,123,90,479
15,2,4,1,123,86,479
15,2,4,2,123,82,479
15,2,4,3,123,77,479
15,2,4,4,123,75,479
15,2,4,5,123,72,479
15,2,4,6,123,68,479
15,2,4,7,122,66,489
15,2,4,8,120,59,496
15,2,4,9,114,55,525
15,2,4,10,110,40,541
15,2,4,11,98,39,612
15,2,4,12,93,34,632
15,4,0,-13,190,190,95
15,4,0,-12,190,190,95
15,4,0,-11,190,190,95
15,4,0,-10,190,190,95
15,4,0,-9,190,190,95
15,4,0,-8,190,190,95
15,4,0,-7,190,190,95
15,4,0,-6,188,188,97
15,4,0,-5,188,188,98
15,4,0,-4,187,187,99
15,4,0,-3,185,180,102
15,4,0,-2,177,168,113
15,4,0,-1,170,156,124
15,4,0,0,160,135,136
15,4,0,1,138,130,162
15,4,0,2,135,118,167
15,4,0,3,126,109,183
15,4,0,4,112,99,200
15,4,0,5,103,90,211
15,4,0,6,97,84,223
15,4,0,7,88,71,241
15,4,0,8,79,70,260
15,4,0,9,81,72,280
15,4,0,10,85,55,300
15,4,0,11,77,74,359
15,4,0,12,82,72,385
15,4,2,-13,165,165,344
15,4,2,-12,165,165,344
15,4,2,-11,165,165,344
15,4,2,-10,165,165,344
15,4,2,-9,165,165,344
15,4,2,-8,165,165,344
15,4,2,-7,164,164,345
15,4,2,-6,163,163,347
15,4,2,-5,163,162,350
15,4,2,-4,162,159,355
15,4,2,-3,162,152,359
15,4,2,-2,162,147,366
15,4,2,-1,162,140,374
15,4,2,0,159,123,389
15,4,2,1,157,117,404
15,4,2,2,156,115,417
15,4,2,3,154,105,427
15,4,2,4,148,95,447
15,4,2,5,140,89,463
15,4,2,6,139,85,478
15,4,2,7,133,79,496
15,4,2,8,131,73,516
15,4,2,9,127,75,533
15,4,2,10,124,67,547
15,4,2,11,120,65,587
15,4,2,12,112,54,602
15,4,4,-13,94,94,551
15,4,4,-12,94,94,551
15,4,4,-11,94,94,551
15,4,4,-10,94,94,551
15,4,4,-9,94,94,551
15,4,4,-8,94,94,551
15,4,4,-7,94,94,551
15,4,4,-6,94,94,551
15,4,4,-5,94,94,551
15,4,4,-4,94,92,551
15,4,4,-3,94,86,551
15,4,4,-2,94,84,551
15,4,4,-1,94,76,551
15,4,4,0,94,69,551
15,4,4,1,94,64,551
15,4,4,2,94,63,551
15,4,4,3,94,61,551
15,4,4,4,94,61,551
15,4,4,5,94,59,551
15,4,4,6,94,56,551
15,4,4,7,93,56,557
15,4,4,8,93,51,561
15,4,4,9,86,49,579
15,4,4,10,85,37,592
15,4,4,11,73,40,648
15,4,4,12,69,35,668
