j2n6s300_joint_1	j2n6s300_joint_2	j2n6s300_joint_3	j2n6s300_joint_4	j2n6s300_joint_5	j2n6s300_joint_6	j2n6s300_joint_finger_1	j2n6s300_joint_finger_2	j2n6s300_joint_finger_3	j2n6s300_joint_1-velocity	j2n6s300_joint_2-velocity	j2n6s300_joint_3-velocity	j2n6s300_joint_4-velocity	j2n6s300_joint_5-velocity	j2n6s300_joint_6-velocity	j2n6s300_joint_finger_1-velocity	j2n6s300_joint_finger_2-velocity	j2n6s300_joint_finger_3-velocity	j2n6s300_joint_1-effort	j2n6s300_joint_2-effort	j2n6s300_joint_3-effort	j2n6s300_joint_4-effort	j2n6s300_joint_5-effort	j2n6s300_joint_6-effort	j2n6s300_joint_finger_1-effort	j2n6s300_joint_finger_2-effort	j2n6s300_joint_finger_3-effort	j2n6s300::j2n6s300_link_finger_1-x	j2n6s300::j2n6s300_link_finger_1-y	j2n6s300::j2n6s300_link_finger_1-z	j2n6s300::j2n6s300_link_finger_1-ox	j2n6s300::j2n6s300_link_finger_1-oy	j2n6s300::j2n6s300_link_finger_1oz	j2n6s300::j2n6s300_link_finger_2-x	j2n6s300::j2n6s300_link_finger_2-y	j2n6s300::j2n6s300_link_finger_2-z	j2n6s300::j2n6s300_link_finger_2-ox	j2n6s300::j2n6s300_link_finger_2-oy	j2n6s300::j2n6s300_link_finger_2oz	j2n6s300::j2n6s300_link_finger_3-x	j2n6s300::j2n6s300_link_finger_3-y	j2n6s300::j2n6s300_link_finger_3-z	j2n6s300::j2n6s300_link_finger_3-ox	j2n6s300::j2n6s300_link_finger_3-oy	j2n6s300::j2n6s300_link_finger_3oz	j2n6s300::root-x	j2n6s300::root-y	j2n6s300::root-z	j2n6s300::root-ox	j2n6s300::root-oy	j2n6s300::rootoz	j2n6s300::j2n6s300_link_3-x	j2n6s300::j2n6s300_link_3-y	j2n6s300::j2n6s300_link_3-z	j2n6s300::j2n6s300_link_3-ox	j2n6s300::j2n6s300_link_3-oy	j2n6s300::j2n6s300_link_3oz	j2n6s300::j2n6s300_link_2-x	j2n6s300::j2n6s300_link_2-y	j2n6s300::j2n6s300_link_2-z	j2n6s300::j2n6s300_link_2-ox	j2n6s300::j2n6s300_link_2-oy	j2n6s300::j2n6s300_link_2oz	j2n6s300::j2n6s300_link_1-x	j2n6s300::j2n6s300_link_1-y	j2n6s300::j2n6s300_link_1-z	j2n6s300::j2n6s300_link_1-ox	j2n6s300::j2n6s300_link_1-oy	j2n6s300::j2n6s300_link_1oz	j2n6s300::j2n6s300_link_6-x	j2n6s300::j2n6s300_link_6-y	j2n6s300::j2n6s300_link_6-z	j2n6s300::j2n6s300_link_6-ox	j2n6s300::j2n6s300_link_6-oy	j2n6s300::j2n6s300_link_6oz	j2n6s300::j2n6s300_link_5-x	j2n6s300::j2n6s300_link_5-y	j2n6s300::j2n6s300_link_5-z	j2n6s300::j2n6s300_link_5-ox	j2n6s300::j2n6s300_link_5-oy	j2n6s300::j2n6s300_link_5oz	j2n6s300::j2n6s300_link_4-x	j2n6s300::j2n6s300_link_4-y	j2n6s300::j2n6s300_link_4-z	j2n6s300::j2n6s300_link_4-ox	j2n6s300::j2n6s300_link_4-oy	j2n6s300::j2n6s300_link_4oz	object-height	object-radius	object-pos-x	object-pos-y	object-pos-z
-0.634224709969	1.97547050945	5.14982646129	-0.501011644279	1.95082689408	14.9714742844	0.200197416028	0.199888407622	0.199743513284	-0.0141977730726	-0.00527484577245	-0.000396578981636	0.0215670825755	0.000223354683132	0.00683767501717	-0.0237762279895	-0.0162515813289	-0.00041469391733	-0.137963446611	9.60768868799	-1.11614245955	0.0610350492171	0.648564963639	0.0121840055911	-0.00198313281762	0.000136026593355	0.00227867046028	0.45115124505	0.337284041943	0.199861399312	-0.684284381111	-0.718179230607	-0.108395732587	0.491171312728	0.297257846185	0.224488155589	-0.0165716809946	-0.179312544918	0.0640703942897	0.501113358178	0.301918774254	0.181533835808	0.111064935546	-0.0489502070752	0.0858834111798	5.8152577724e-05	3.15450397402e-05	2.89198188583e-06	2.3724620103e-05	-5.28685573601e-05	1.08540208584e-05	0.348375711817	0.123972725291	0.452771312468	0.687144613807	0.166964365059	-0.0699626881259	-0.000463517398516	0.00155163689155	0.275503840893	0.472032641397	-0.526453873702	0.65326381461	5.1447940961e-05	3.04929445747e-05	0.156754054585	-0.168704475119	0.985666676659	-2.73336850637e-05	0.404458643616	0.231128639552	0.174220339444	-0.299902469668	0.722925409061	-0.293483121953	0.381548299906	0.161683822143	0.184886121684	0.248970075015	-0.447417275854	0.787592048054	0.379437189237	0.122499792895	0.247519398348	-0.0675952652442	-0.017207778663	0.99379193217	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
-0.63395049677	1.97543969106	5.14965329311	-0.50052940685	1.95088036397	14.9709666068	0.200263107783	0.199981547363	0.199776170446	0.0482338168444	0.00553726242541	0.00242441900693	0.0486111785663	0.0379817434121	-0.038302926365	-0.0522493691827	0.0124004303958	0.0113016803561	0.564319335931	10.0016449974	-0.995603293101	0.0331272398085	0.668103510437	0.0102751277309	-0.00292478153414	-0.000508850664301	0.00206926266485	0.461832907462	0.315483120789	0.208503177275	-0.674889138365	-0.725536757409	-0.131406143199	0.500101853135	0.276275610392	0.237167355667	-0.0262491135948	-0.221048808889	0.0712119343406	0.513697733206	0.280258406741	0.195173865025	0.0993578445184	-0.0903051668325	0.097422615417	5.94160780942e-05	2.73502780662e-05	3.63780340698e-06	1.54001981449e-05	-5.20806966743e-05	-6.23772304724e-06	0.353869098887	0.101279163984	0.456271996669	0.689260618315	0.158010248765	-0.0346061987426	-0.000366901255233	0.00157815556163	0.275503788788	0.452700871802	-0.543165669345	0.645805320818	5.24831936001e-05	2.78757342808e-05	0.156754052112	-0.137505405793	0.990501015074	-2.77910700817e-05	0.418689243063	0.208558140365	0.180706403139	-0.287340605193	0.741308849165	-0.315250688757	0.396383462265	0.138998797146	0.189755923645	0.229624428539	-0.456091635713	0.797683105793	0.392153330953	0.0997867574798	0.252256090357	-0.0869033919767	-0.0159536055714	0.991935105848	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
-0.253993460451	2.03053971722	4.98370410221	-0.0686278127995	2.09877403087	15.0728763363	0.199905681743	0.200009422727	0.199815692344	0.327942212338	0.0532811406857	-0.129349294929	0.336770351089	0.133716691539	0.146401574923	-0.0116033138849	-0.0627577078707	-0.00638687725778	0.103628356893	9.71573433516	-1.36223741522	-0.210064649281	0.523818944461	0.00731562739809	0.00105593922703	-0.00153918556206	0.00149715822881	0.488935138685	0.0994579276972	0.24161666129	-0.525651913384	-0.750411407582	-0.243213593149	0.49969454117	0.0783145741165	0.298488676937	-0.180655562123	-0.533203805167	0.164190673495	0.537513618482	0.0755842429294	0.275321736269	-0.0863355265487	-0.403820123085	0.213226774026	6.10349870071e-05	-2.09423030909e-06	2.53638317732e-06	-3.80136715876e-06	-5.53400352859e-05	-1.39381903655e-06	0.341286670563	-0.0789655057954	0.488668933218	0.698340144983	0.111170242062	0.268750818973	0.000436237622184	0.00155808909925	0.275503544865	0.272976016411	-0.652272875058	0.572290072233	5.53201048465e-05	-6.62819116806e-07	0.156754007881	0.114767852943	0.993392338365	-8.47701346054e-06	0.478983803737	-0.0178263416192	0.231116635014	-0.132762518296	0.794133102979	-0.542586569171	0.467126541994	-0.0887607183699	0.246861252778	0.0328882480767	-0.406818545382	0.90456293693	0.443698617454	-0.11529136034	0.311816767383	-0.249732672803	0.104639480007	0.949761291787	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
-0.120312307385	2.05096306063	4.92349823242	0.0857281642135	2.15201381182	15.1356467779	0.199680990546	0.200115321855	0.199935761617	0.251062041328	0.0565894794104	-0.142626385982	0.348743891812	0.119251739531	0.12717149701	-0.00297984995643	0.0895253494704	0.0510587313011	-0.298117128143	9.85120771149	-1.53063895183	-0.382066352947	0.443302816633	0.00838594019115	0.00338908528052	-0.00107534596963	0.000870922035123	0.481539633761	0.0292396756358	0.240324040334	-0.439180409477	-0.757639787993	-0.235374998305	0.48261731996	0.0192203375513	0.301027135807	-0.244707739501	-0.595540249307	0.227428529308	0.524255956641	0.0166535482603	0.28560890536	-0.167598906121	-0.465655494554	0.276240025139	5.90749300454e-05	-1.11279401466e-05	3.39256150381e-06	-1.15438277143e-05	-5.23375616652e-05	3.67812554064e-06	0.322325477929	-0.116908806369	0.500421020768	0.69644105773	0.122446546687	0.355449852322	0.000617942002366	0.00149085885051	0.275503281833	0.22172687038	-0.671431795904	0.553685117461	5.23031379896e-05	-8.86341037983e-06	0.156753905625	0.174859712973	0.984593357223	-2.68337483239e-06	0.481427378076	-0.0886961581872	0.250175141183	-0.0926130746972	0.755161138607	-0.63049216011	0.473086081326	-0.156975276063	0.276424271145	-0.0223528400808	-0.334176944784	0.940636402029	0.443815169349	-0.173945638131	0.342075372266	-0.289790555062	0.184426170973	0.91779262835	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.0447862726133	2.0826337888	4.82219381599	0.310240507403	2.21711084043	15.209132164	0.199512584504	0.200067115943	0.199972659698	0.286124390399	0.0574877593676	-0.143494759698	0.358912095351	0.13421150257	0.11952852721	0.0311463563514	-0.0287915707159	0.0018242017924	0.138488354906	9.85776762616	-1.6200673857	-0.633153897096	0.282326727513	0.0135633111995	0.00541440565762	-0.00177645453559	9.59837931969e-06	0.465495121794	-0.0841992330819	0.23761032393	-0.298596266623	-0.764672526208	-0.178463976002	0.45475262786	-0.07534200579	0.297470707527	-0.342797643861	-0.63302942387	0.33466341581	0.498705147188	-0.0765093985109	0.2909920371	-0.293959368994	-0.502441007882	0.374942853674	5.53571289455e-05	-2.31164312779e-05	3.34296413526e-06	-1.92556418236e-05	-4.48317703123e-05	-5.13959789416e-06	0.290785614703	-0.158379824632	0.517388919198	0.690817463007	0.150929176141	0.465560652306	0.000834626924429	0.00137593483577	0.275504155973	0.153748887523	-0.690183922059	0.531086204857	5.02693292288e-05	-2.06242838279e-05	0.156754086683	0.248078279446	0.968739988408	7.52077003557e-06	0.473049621956	-0.192816512668	0.284686954307	-0.0487575677279	0.651083636689	-0.755380900748	0.467134141843	-0.250426412101	0.330020636661	-0.077572223471	-0.186836623378	0.978939470776	0.43101408822	-0.249405506309	0.394512471415	-0.313360993376	0.324221389624	0.853364292818	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.306298122018	2.13455498507	4.65435490966	0.674810247661	2.31976937776	15.3244196908	0.199355285626	0.200382701375	0.200310369743	0.143725839226	0.0664368169668	-0.193746005879	0.343082757164	0.050749803239	0.0762091393206	0.0132439483952	0.0479717140029	0.0415491822948	-0.216930696039	9.86049137157	-1.80891344394	-0.92593869278	0.0401746244696	0.00384167612655	0.00680837286225	-0.00416467570044	-0.00297025194699	0.467133072772	-0.23459724282	0.283336563292	-0.063262552906	-0.76645820638	0.000211484885054	0.446484783492	-0.196070269916	0.326521620853	-0.483536106232	-0.564115974666	0.523681185073	0.490915270081	-0.193784627019	0.325463392159	-0.482139007279	-0.431177622692	0.534534437937	5.31198390786e-05	-3.19932943654e-05	3.17149742496e-06	-2.31532033575e-05	-5.02910522349e-05	7.56037375857e-06	0.259450740074	-0.168406159852	0.544713395861	0.653766813394	0.269415816173	0.583999397687	0.000937509569036	0.00129854865051	0.275504461934	0.0964599178814	-0.700499005275	0.532668288909	4.6673577305e-05	-3.03934975127e-05	0.156754236058	0.286339149204	0.958128326302	1.69555887508e-05	0.476945504524	-0.296295992312	0.383950775698	-0.0267228594274	0.398430634295	-0.916522104832	0.468750684607	-0.319727561369	0.453031606296	-0.118407221383	0.10473624748	0.978990693155	0.422724903787	-0.289266512512	0.502142747044	-0.298372101383	0.555113016919	0.682620540877	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.359262028612	2.15365332326	4.58425903171	0.793940405071	2.33931105556	15.3423008765	0.199331787439	0.200405581793	0.200417110451	0.145302211586	0.0483705243002	-0.214242685363	0.36109884018	0.0493713110664	0.0594574785314	0.0449892657047	-0.00300072715598	-0.020673159669	-0.116506909642	9.85451995223	-1.96327331027	-0.982009276022	-0.0286572221044	0.000844416812917	0.0073608019587	-0.00490320529269	-0.00465988627685	0.46552347974	-0.286169366812	0.316317369686	0.00323118970242	-0.753466931122	0.0791458814039	0.443824442416	-0.239636387329	0.350025180045	-0.531522717954	-0.512095268438	0.572694274996	0.488247432743	-0.237356617325	0.349522284627	-0.543110059741	-0.380743006101	0.569419605439	5.15438853337e-05	-3.41268115362e-05	2.69865805813e-06	-2.64535490437e-05	-4.72626751857e-05	-2.53299772274e-06	0.249929420716	-0.168603139989	0.55345358242	0.635238030916	0.31058951859	0.614598544843	0.00096039620993	0.00127963325581	0.27550462379	0.0802292560992	-0.702543868566	0.535159115221	4.64697488719e-05	-3.29327609208e-05	0.156754630494	0.294826000044	0.955550954872	1.97794098759e-05	0.472420093503	-0.325749884738	0.427957127108	-0.0162655353157	0.300251431054	-0.953386334263	0.462010424105	-0.334394857563	0.500429894431	-0.120736270799	0.208528377477	0.960156725352	0.414363984491	-0.2946515446	0.540670922475	-0.270496578546	0.629209075033	0.6150448853	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.398893247014	2.16710079824	4.53580567454	0.877734674492	2.35383309789	15.3563043308	0.199478766766	0.200473015417	0.200424795908	0.142376205006	0.049821074039	-0.212952360795	0.361432252784	0.0533037779233	0.0592001241133	-0.00492700647997	-0.0560580037081	-0.0379895483835	-0.0280257189422	9.34777034111	-1.84838365616	-0.878977327932	-0.0280787835399	-0.000598641014982	0.00539184672853	-0.00610811411062	-0.00490990466844	0.477104832749	-0.305281159627	0.351339360687	0.0471425926296	-0.734844045001	0.139843222909	0.455361914565	-0.25378797941	0.377198568513	-0.569372360024	-0.469420344468	0.5994237349	0.500071603209	-0.251744174915	0.377944872211	-0.590066604307	-0.340793955271	0.585070002645	5.26589460491e-05	-3.41707961183e-05	2.7387425055e-06	-2.78328566561e-05	-4.78799372346e-05	2.66567516313e-06	0.248433941332	-0.159697525451	0.55997829128	0.61198259794	0.354224030212	0.630631538134	0.000933339883925	0.00130062335589	0.275504278773	0.080106334612	-0.702556833793	0.545069417548	4.67868005471e-05	-3.1800107507e-05	0.156754402861	0.284738744222	0.958605156203	1.91749229671e-05	0.479916563363	-0.327688287381	0.467916146753	-0.00131314970934	0.226449093534	-0.973744450697	0.466062020309	-0.325685476287	0.54035648239	-0.132698088695	0.283247875997	0.937684832364	0.415758313414	-0.282021925144	0.571554637143	-0.258557232127	0.678974476535	0.5550489133	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.425322419561	2.17593263979	4.50355660165	0.933851896551	2.36376770799	15.3656162347	0.199509281465	0.200605359947	0.200568598373	0.152849229364	0.0506166413786	-0.197390178216	0.347536088705	0.0903234270867	0.0440090357865	-0.00411929801488	0.0327922956768	0.00469540711035	0.0512917840434	9.67478683827	-1.96411021268	-0.944536273903	-0.071463230273	0.00279554506122	0.00509479341729	-0.00654306858288	-0.00592109280578	0.491201851756	-0.308836951086	0.38194949029	0.0742250746904	-0.714587841598	0.183925021352	0.469259545385	-0.254724615442	0.401319400633	-0.598954803143	-0.438810915334	0.610581227653	0.513834817333	-0.25322943335	0.403386242779	-0.625118469897	-0.313452614326	0.58815985944	5.38670145942e-05	-3.07472571707e-05	3.54266752578e-06	-2.04595954147e-05	-4.8693079546e-05	-4.07381360097e-06	0.249822484928	-0.148334996532	0.564870161276	0.587885466772	0.392922627879	0.639664998505	0.000887581207792	0.0013319489373	0.275505066474	0.0866677355367	-0.701778115027	0.556588730097	4.73827892436e-05	-2.95518950637e-05	0.156754398039	0.26787055507	0.963454910059	1.91475668235e-05	0.489486888269	-0.318845935289	0.500107423579	0.0166827527413	0.174505370784	-0.984303329757	0.472136087338	-0.309430166408	0.571195949319	-0.148955057324	0.334870504527	0.916953793761	0.419671192446	-0.263574880035	0.595836035401	-0.255458840834	0.713663176362	0.504686074408	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
0.445136324892	2.18265037794	4.4793320974	0.97573135818	2.37100101965	15.3726156893	0.199529728732	0.200543490845	0.200565561033	0.149987767177	0.0560801898163	-0.200285304063	0.330674575246	0.074336486739	0.0443640381945	0.0213443307869	0.0346941039741	0.0233826234383	0.0970611249712	9.47509970095	-1.93523948107	-0.892697770744	-0.0692227288157	0.00345205794705	0.00514495980155	-0.00590536205812	-0.00570385091459	0.500373879113	-0.311146556363	0.407301642799	0.0920213692109	-0.696025054967	0.218612622146	0.478733946842	-0.255363502429	0.421603714245	-0.622968556425	-0.414048579243	0.615200440278	0.523179904194	-0.254360021866	0.424940316978	-0.652767969655	-0.291823181688	0.586347729639	5.45218587573e-05	-2.95047683981e-05	3.16504336081e-06	-2.02700126788e-05	-5.11315658098e-05	4.55217197609e-06	0.250243152613	-0.14021983832	0.568526901567	0.568409596199	0.420605805761	0.646388340588	0.000852101033785	0.0013537965877	0.275504785931	0.0910238932821	-0.701227552861	0.564754006082	4.90271463639e-05	-2.89465947191e-05	0.156754742657	0.255584302392	0.96678677173	1.8000763684e-05	0.494639095616	-0.311696848291	0.525741635516	0.0336155254722	0.134829108943	-0.990166353092	0.474417104074	-0.296649400192	0.595225508367	-0.161856080387	0.374338537849	0.899046436395	0.420574174331	-0.24976138909	0.614014096752	-0.250906698629	0.739312548831	0.46657469599	0.287729632854	0.0281202961504	0.464881855249	0.451134024064	0.143864816427
